loan_amount,loan_term,interest_rate,annual_income,debt_to_income_ratio,credit_score,employment_length,num_credit_lines,num_derogatory_marks,home_ownership,loan_purpose,verification_status,default,monthly_payment,debt_burden,credit_utilization_risk,loan_to_income,payment_to_income,risk_score_raw
18251.92,36,11.32,110187.24,50.44,547,24.0,6,0,MORTGAGE,debt_consolidation,Source Verified,0,600.3141427405312,463153.69879999995,0.5509090909090909,0.1656445882481492,0.0653775311268925,0.43480260159753775
32753.74,24,28.47,123096.9,28.37,835,10.9,17,1,OWN,other,Not Verified,0,1805.6574127971815,291021.58775,0.027272727272727226,0.2660809492359272,0.17602302701015363,0.25923609057980324
39804.38,36,27.35,44700.89,2.34,768,6.5,19,4,RENT,car,Source Verified,0,1632.5056702702705,8716.67355,0.14909090909090905,0.8904605702481538,0.4382478300374611,0.2751566011855643
48326.65,48,13.44,188779.06,38.31,689,27.9,1,0,RENT,other,Source Verified,0,1307.0615971150557,602677.14905,0.2927272727272727,0.25599581860403375,0.08308516402921313,0.3041480618574668
79591.72,60,23.24,83347.36,3.04,460,9.2,15,0,MORTGAGE,debt_consolidation,Not Verified,0,2254.7165241862194,21114.664533333333,0.7090909090909091,0.954939904515272,0.32462453868046487,0.36627093871653127
23969.01,24,19.33,100306.87,55.58,391,12.0,13,1,MORTGAGE,debt_consolidation,Source Verified,1,1212.0911093181517,464587.98621666664,0.8345454545454545,0.23895681322724954,0.1450059533491357,0.615494837759156
53852.27,24,13.44,140898.84,57.7,807,21.0,21,2,RENT,car,Verified,0,2571.3788862759848,677488.589,0.07818181818181813,0.38220520481219006,0.21899787560573117,0.3634400905908761
61279.38,48,29.71,80102.44,11.37,533,8.8,3,5,MORTGAGE,other,Verified,0,2196.1011236412337,75897.0619,0.5763636363636364,0.7650126513000103,0.3289938918676485,0.48084166191403754
9412.79,12,5.63,65766.65,40.58,453,24.6,30,0,MORTGAGE,debt_consolidation,Not Verified,0,808.5253339118511,222400.8880833333,0.7218181818181818,0.14312406059910307,0.1475262006950668,0.4389923170392036
62716.76,60,11.32,133588.89,5.54,559,2.1,2,0,OWN,debt_consolidation,Not Verified,0,1373.6444257328276,61673.53755000001,0.5290909090909091,0.4694758673419623,0.12339149691859802,0.24588430120701132
21199.79,24,18.0,24497.13,43.77,805,23.7,3,3,RENT,debt_consolidation,Not Verified,0,1058.3804776921772,89353.28167500002,0.08181818181818179,0.865398926323206,0.5184511709047601,0.37485648072683964
11179.9,60,18.05,149730.52,20.84,513,18.1,9,2,RENT,other,Source Verified,0,284.20015911427237,260032.00306666666,0.6127272727272728,0.07466680807626928,0.02277693224715488,0.3957655720125943
95144.13,24,19.72,112524.21,40.86,609,17.2,27,1,RENT,car,Not Verified,0,4829.4325007279385,383144.93505000003,0.43818181818181823,0.8455436390088853,0.5150286325825817,0.4539964996218946
96735.04,60,23.79,129035.67,22.37,742,13.8,16,0,RENT,debt_consolidation,Verified,0,2771.091607371129,240543.99482500003,0.1963636363636364,0.7496767366728905,0.25770470512884963,0.26286607657349104
81797.75,36,20.59,133738.43,8.73,535,8.3,24,0,OWN,debt_consolidation,Source Verified,0,3064.543370239923,97294.70782499999,0.5727272727272728,0.6116248710262264,0.27497347204449074,0.32668689265899453
33938.31,24,20.01,114869.03,24.37,428,13.9,13,0,MORTGAGE,home_improvement,Not Verified,0,1727.4833271154205,233279.8550916667,0.7672727272727273,0.2954522206725346,0.18046465548969157,0.4481735867610903
14278.85,60,6.34,124856.08,6.76,847,13.5,19,4,RENT,debt_consolidation,Verified,0,278.31323108792395,70335.59173333333,0.00545454545454549,0.11436247237619505,0.0267488677608258,0.11811064435184018
70002.14,12,14.41,143081.88,34.61,826,17.5,27,0,RENT,car,Verified,0,6298.802633534115,412671.9889,0.043636363636363584,0.48924531883422273,0.5282683705470559,0.24994789766076617
46814.49,36,10.8,155561.39,2.46,764,8.4,18,1,RENT,debt_consolidation,Source Verified,0,1528.216223432608,31890.084950000004,0.15636363636363637,0.30093900549487246,0.11788654422020334,0.11996592714929306
16593.63,36,11.63,150941.43,31.64,679,2.3,21,1,RENT,home_improvement,Not Verified,0,548.2181546907219,397982.23709999997,0.3109090909090909,0.10993423078077372,0.04358391103283349,0.29152990625479847
52041.81,12,18.86,176530.96,53.18,462,4.4,12,0,RENT,other,Verified,1,4792.5185954450735,782326.3710666667,0.7054545454545454,0.2948027360186564,0.32577981304435716,0.5565104055468599
8266.91,60,9.99,54099.82,50.27,802,21.0,28,0,RENT,home_improvement,Source Verified,0,175.6067325902606,226633.16261666667,0.08727272727272728,0.15280845666399628,0.03895171538617184,0.26385895941740506
91385.44,48,12.35,92206.63,52.97,452,0.7,29,1,MORTGAGE,debt_consolidation,Verified,1,2422.2633568646356,407015.4325916667,0.7236363636363636,0.9910940243667944,0.3152393735935868,0.5549049979654193
29584.1,12,10.93,190603.29,55.32,740,25.7,12,0,MORTGAGE,car,Source Verified,0,2613.7259549411156,878681.1669000001,0.19999999999999996,0.15521295566304233,0.164554932180307,0.3406754932180307
67939.62,60,28.71,91386.3,6.27,805,20.8,1,0,RENT,debt_consolidation,Not Verified,0,2144.551363241324,47749.34175,0.08181818181818179,0.7434333154969617,0.28160256361069314,0.17776161999743292
34612.55,12,28.62,42476.61,7.72,632,23.0,20,0,MORTGAGE,other,Verified,0,3350.8263155556156,27326.6191,0.39636363636363636,0.814861402546013,0.9466366498331055,0.36003760437724996
54406.46,12,20.25,114580.12,33.42,742,25.1,8,2,RENT,debt_consolidation,Verified,0,5046.427525511439,319105.63420000003,0.1963636363636364,0.4748333305987112,0.5285134132006257,0.3618286140473353
56937.48,24,28.11,39708.38,53.64,735,3.7,17,6,RENT,car,Source Verified,1,3128.4051235441493,177496.45859999998,0.2090909090909091,1.433890780736963,0.9454140784018334,0.6036632260220015
22561.17,60,24.65,56513.58,58.46,406,24.7,21,1,MORTGAGE,debt_consolidation,Source Verified,0,657.5788247695821,275315.3239,0.8072727272727273,0.3992167900175497,0.1396291988091178,0.6386917077596997
97110.54,48,19.75,199697.38,2.78,667,15.1,28,2,MORTGAGE,debt_consolidation,Verified,0,2942.189377448265,46263.22636666666,0.33272727272727276,0.48628850313409216,0.17679887702772656,0.24471776649065144
78637.62,24,5.16,117445.27,21.35,351,26.6,20,1,MORTGAGE,debt_consolidation,Source Verified,0,3455.579237374739,208954.70954166667,0.9072727272727272,0.6695682167532161,0.35307467766472733,0.4624512556452606
94252.4,12,24.31,71130.51,12.77,579,26.6,22,1,RENT,other,Not Verified,0,8926.614869299803,75694.717725,0.4927272727272727,1.325062901981161,1.5059554392566235,0.4229028787878787
90008.6,12,22.56,199059.49,45.36,389,0.7,7,7,MORTGAGE,other,Verified,1,8448.576461677072,752444.8722,0.8381818181818181,0.4521693489720084,0.5093096417564662,0.7435346005392829
61800.5,12,20.38,193980.61,38.41,529,11.5,9,0,RENT,debt_consolidation,Verified,0,5736.104249835672,620899.6025083332,0.5836363636363636,0.3185911210403968,0.3548460384675977,0.4613189977861537
92578.05,60,24.01,99333.03,7.19,758,15.8,17,0,RENT,debt_consolidation,Source Verified,0,2663.819564333893,59517.04047500001,0.16727272727272724,0.9319966379763106,0.3218046884506263,0.19672425672385052
13406.79,60,17.82,66872.56,29.01,843,20.4,27,5,RENT,debt_consolidation,Source Verified,0,339.13292383241236,161664.4138,0.012727272727272698,0.20048267929327068,0.060855978685262664,0.2826951433230717
23618.37,24,22.6,170911.93,41.13,475,8.6,10,2,MORTGAGE,debt_consolidation,Verified,0,1232.2867601907953,585800.640075,0.6818181818181819,0.13819029484951695,0.08652082462757014,0.5290634460991207
9296.59,48,28.38,148811.73,46.74,593,7.6,4,0,MORTGAGE,car,Source Verified,0,326.0307243831483,579621.6883500001,0.4672727272727273,0.06247215861276527,0.026290727838442437,0.45444452732929874
35906.38,24,14.4,143649.46,1.2,581,11.4,22,7,RENT,debt_consolidation,Not Verified,0,1730.7616642007486,14364.945999999998,0.48909090909090913,0.24995833607728146,0.14458209568214864,0.36824002775003306
41924.34,36,22.7,180760.47,53.43,825,15.0,26,0,RENT,car,Verified,0,1616.3314906078697,804835.992675,0.045454545454545414,0.23193312121837256,0.10730209922166299,0.3200643008312572
30778.16,12,16.89,144095.08,34.16,563,28.5,7,0,MORTGAGE,car,Source Verified,0,2805.5080071348953,410190.66106666654,0.5218181818181817,0.21359618940494016,0.23363806790362826,0.3958935037600597
83730.06,12,21.86,71083.63,48.71,685,22.9,7,1,MORTGAGE,home_improvement,Verified,0,7831.022523347886,288540.3014416667,0.30000000000000004,1.1779091754318116,1.3219959402773132,0.4953983333333334
38891.57,12,24.07,144895.37,48.48,807,12.9,8,0,RENT,car,Source Verified,0,3678.888784778389,585377.2947999999,0.07818181818181813,0.2684114061063511,0.3046796141059626,0.3361115977742326
31688.78,24,6.14,75046.43,11.39,505,1.6,30,1,MORTGAGE,debt_consolidation,Source Verified,0,1406.4659561074004,71231.56980833333,0.6272727272727272,0.4222556622613494,0.22489532777626872,0.3140533206564148
56556.13,24,21.17,156663.02,6.61,796,5.1,26,0,RENT,debt_consolidation,Source Verified,0,2910.8981700205527,86295.21351666666,0.09818181818181815,0.3610049774350067,0.22296760294960888,0.1488820633252639
18387.8,12,10.67,131554.61,43.28,805,13.7,24,0,MORTGAGE,car,Source Verified,0,1622.3152084337203,474473.6267333333,0.08181818181818179,0.1397731329977718,0.14798251844769747,0.24644794881446672
81208.71,24,21.75,33934.08,9.39,812,24.4,24,1,RENT,debt_consolidation,Verified,0,4202.93893648609,26553.4176,0.06909090909090909,2.393131329919656,1.4862718316757983,0.2503068181818182
12082.31,60,16.71,112310.37,51.0,449,11.4,8,1,RENT,debt_consolidation,Not Verified,0,298.39573154601715,477319.0725,0.729090909090909,0.10757964736470907,0.031882619374793315,0.5377100801192974
98754.26,60,24.34,81794.17,43.57,520,16.2,16,0,MORTGAGE,other,Source Verified,0,2860.481655619027,296980.9989083333,0.6,1.2073508417531469,0.419660470513098,0.5108677137179765
78363.25,24,8.09,79142.71,50.51,779,26.8,12,6,MORTGAGE,home_improvement,Verified,0,3547.3750255015707,333124.8568416667,0.12909090909090915,0.9901512091258942,0.5378701374519377,0.4417871652603453
23877.99,12,20.66,128406.13,17.94,498,27.4,15,1,RENT,debt_consolidation,Not Verified,0,2219.475227337246,191967.16435,0.64,0.1859567763626238,0.2074176889222263,0.40213176889222263
5524.6,24,11.96,78018.47,19.0,630,6.5,8,0,RENT,car,Verified,0,259.9589186286917,123529.24416666666,0.4,0.07081143734297789,0.039984211732738424,0.2510050878399405
82468.84,24,26.32,159840.87,40.27,365,1.3,22,0,RENT,debt_consolidation,Not Verified,0,4456.294043859383,536399.319575,0.8818181818181818,0.5159433879457738,0.33455478893672563,0.5951635091967029
72151.45,24,28.21,32742.46,1.89,331,9.2,9,2,RENT,other,Source Verified,1,3968.0097152475564,5156.937449999999,0.9436363636363636,2.2036050437260974,1.4542620372131683,0.5709877272727273
74255.68,36,29.91,138869.89,43.59,527,20.9,3,1,MORTGAGE,debt_consolidation,Source Verified,1,3148.611398091233,504444.87542500003,0.5872727272727273,0.5347140406030421,0.27207724278527756,0.5340181788239824
78270.68,60,24.9,165655.06,50.15,618,28.5,22,0,RENT,home_improvement,Verified,0,2292.761575663996,692300.1049166666,0.42181818181818187,0.4724919359541447,0.16608692126861657,0.45280338909655865
12034.24,48,23.84,141109.7,24.91,516,2.3,21,0,MORTGAGE,car,Verified,0,391.27460042831024,292920.2189166667,0.6072727272727273,0.08528286857671726,0.03327407828901714,0.3950245290410229
39054.24,48,10.39,109501.26,45.89,618,0.9,16,0,RENT,home_improvement,Verified,0,997.8471156380307,418751.06844999996,0.42181818181818187,0.35665562204489704,0.10935185026780851,0.3713398819964779
16007.56,36,13.4,191055.26,10.48,583,26.5,15,0,MORTGAGE,car,Not Verified,0,542.4472194918698,166854.92706666669,0.48545454545454547,0.08378497404363533,0.03407059629712596,0.25058281720547015
86994.83,24,16.64,73988.93,19.34,677,22.4,24,1,RENT,other,Not Verified,0,4286.188228143258,119245.49218333332,0.3145454545454546,1.1757817013977634,0.6951615429189083,0.32675039671613326
64213.32,36,24.33,23450.22,58.46,657,29.8,4,4,OWN,car,Source Verified,1,2530.411280931506,114241.65510000002,0.35090909090909095,2.7382821994846953,1.2948678251708543,0.6237215151515152
36435.31,36,27.87,97758.09,59.18,533,11.9,20,0,OWN,debt_consolidation,Not Verified,1,1504.5373335613626,482110.31385,0.5763636363636364,0.3727088980564166,0.18468495039885038,0.558259101100491
11038.04,12,9.73,25942.15,30.76,534,12.5,29,3,MORTGAGE,home_improvement,Not Verified,0,969.0335297362719,66498.37783333335,0.5745454545454545,0.42548670792513343,0.44824358647356766,0.4530019344049325
34543.32,60,28.06,191708.62,56.06,377,5.2,16,4,RENT,other,Source Verified,1,1076.7853286769937,895598.7697666666,0.86,0.18018657689988066,0.06740137164475925,0.7135634704978092
35892.42,48,22.39,57785.25,31.36,582,3.5,10,4,OWN,debt_consolidation,Source Verified,1,1138.442509286524,151012.12,0.4872727272727273,0.6211346321076745,0.23641517708131898,0.4744136389202531
74312.59,24,20.27,162006.86,17.5,623,17.4,11,5,MORTGAGE,home_improvement,Verified,0,3792.0079481865437,236260.00416666665,0.4127272727272727,0.4587002673837392,0.28087758369144694,0.4065389704903568
65567.96,48,10.0,159422.97,16.01,562,10.9,26,3,MORTGAGE,home_improvement,Not Verified,0,1662.9728561461711,212696.812475,0.5236363636363637,0.4112830164937964,0.12517439785342133,0.3424985003914028
89285.21,48,6.39,59191.2,55.77,479,2.4,29,1,MORTGAGE,debt_consolidation,Not Verified,1,2112.8677302679,275091.102,0.6745454545454546,1.5084203395099274,0.42834767268132423,0.5368606763590416
49860.42,60,19.21,131820.78,10.35,697,26.6,5,0,RENT,debt_consolidation,Verified,0,1299.1749759040736,113695.42274999998,0.2781818181818182,0.37824400674916353,0.11826739085331525,0.20915537544896787
16361.45,48,21.29,28654.21,34.78,341,6.0,11,1,RENT,other,Source Verified,1,509.19921110538894,83049.45198333333,0.9254545454545454,0.5709963736567856,0.21324582088512184,0.5753103396642697
72758.25,48,10.27,107043.43,33.33,803,22.5,29,3,MORTGAGE,home_improvement,Not Verified,0,1854.7857607216074,297313.126825,0.08545454545454545,0.679707759738267,0.2079289605037814,0.27065698695946905
77274.58,36,18.91,22636.48,44.38,311,8.5,13,0,RENT,debt_consolidation,Verified,1,2829.063503766025,83717.24853333335,0.98,3.4137189174288585,1.4997367985301735,0.6835566666666666
58321.33,60,26.41,185805.9,29.95,829,24.4,15,0,RENT,other,Source Verified,0,1760.3520465022148,463740.55875,0.038181818181818206,0.31388308982653407,0.11368974051968521,0.23516427708227156
78241.88,12,25.88,195695.48,16.34,554,3.6,6,0,RENT,home_improvement,Verified,0,7469.889724023508,266472.01193333336,0.5381818181818182,0.39981444640417857,0.4580518501923606,0.38577215471620574
51910.58,24,28.18,60010.9,10.16,527,22.7,16,2,MORTGAGE,car,Source Verified,0,2854.0572959071474,50809.22866666667,0.5872727272727273,0.8650191881808138,0.5707077806012869,0.4376695659389166
54659.62,48,14.15,57459.09,37.25,441,2.9,15,2,RENT,debt_consolidation,Verified,0,1497.7709190517805,178362.591875,0.7436363636363637,0.95127890121476,0.3128008297489808,0.5233611435809588
45616.4,24,12.95,155669.63,43.14,306,13.4,11,1,MORTGAGE,other,Verified,0,2167.6156343975085,559632.31985,0.9890909090909091,0.293033393861089,0.16709352757355497,0.5944411709391738
7414.82,12,23.74,65608.29,34.17,451,22.0,20,0,RENT,home_improvement,Verified,0,700.2097540867801,186819.60577499997,0.7254545454545455,0.1130165105659666,0.12807096556001327,0.48405118746509224
15249.69,24,15.78,181113.78,44.3,360,5.2,2,1,MORTGAGE,car,Not Verified,0,745.070233086985,668611.7044999999,0.8909090909090909,0.08419950155090353,0.0493658892053593,0.5644581040720511
7985.77,12,7.19,123307.24,8.49,663,8.6,28,0,MORTGAGE,debt_consolidation,Source Verified,0,691.6823637566799,87239.8723,0.33999999999999997,0.06476318827669811,0.067313065843337,0.1698663065843337
65458.99,36,12.07,83139.97,52.95,475,25.9,28,1,RENT,debt_consolidation,Source Verified,1,2176.364338561106,366855.117625,0.6818181818181819,0.7873347801304234,0.31412534864678526,0.5389538985010423
34863.82,48,15.46,169884.87,34.94,722,26.6,30,0,RENT,debt_consolidation,Source Verified,0,978.4350396710261,494648.11314999993,0.23272727272727278,0.2052202765319831,0.06911280843345445,0.27578915963122425
53314.22,12,12.31,108813.21,7.61,414,1.3,2,6,MORTGAGE,other,Verified,0,4744.639010899984,69005.71067500001,0.7927272727272727,0.489960915591039,0.523242243573182,0.510727103145197
91218.82,24,13.31,184093.92,27.72,795,5.0,12,1,RENT,debt_consolidation,Not Verified,0,4350.003117677839,425256.9552,0.09999999999999998,0.49550153530328434,0.2835511211458481,0.23209511211458478
28682.76,48,12.34,187042.56,50.69,588,3.5,16,1,MORTGAGE,car,Not Verified,0,760.124155557481,790098.9471999999,0.4763636363636363,0.1533488421031021,0.048766921639063175,0.43217229822451236
43986.38,36,6.04,49775.63,53.85,363,5.4,19,2,MORTGAGE,debt_consolidation,Source Verified,1,1338.948257760853,223368.13962499998,0.8854545454545455,0.8836930843466974,0.3227960970685903,0.61072370061595
76777.36,48,20.93,20418.21,15.88,520,29.1,2,1,MORTGAGE,debt_consolidation,Source Verified,1,2374.574554528714,27020.097899999997,0.6,3.76023951169079,1.3955628164439768,0.45988666666666667
26735.83,12,19.93,197107.57,42.68,414,16.5,17,0,RENT,debt_consolidation,Source Verified,0,2475.764789310813,701045.9239666667,0.7927272727272727,0.13564080770718243,0.15072570511487587,0.5300804492993664
12313.09,36,21.33,183104.76,6.0,410,14.0,14,1,RENT,car,Verified,0,465.9853725711169,91552.38,0.8,0.06724614914434775,0.03053893558448946,0.39337389355844893
32526.39,24,9.81,29980.14,2.01,579,29.5,24,5,MORTGAGE,car,Verified,0,1498.0770936932133,5021.673449999999,0.4927272727272727,1.0849312244705995,0.599627791074977,0.3600323245620431
20316.02,36,12.39,169946.17,33.62,670,16.7,28,0,OWN,other,Source Verified,0,678.5731357094896,476132.51961666666,0.32727272727272727,0.11954385320951921,0.04791445213807334,0.2889802330925952
93321.28,36,20.49,102404.89,41.69,801,19.8,16,1,MORTGAGE,other,Not Verified,0,3491.4964057188126,355771.65534166666,0.08909090909090911,0.9112971070033863,0.4091401970025626,0.3277641712154078
81771.44,60,19.99,66613.09,47.75,576,10.0,5,6,MORTGAGE,debt_consolidation,Verified,1,2165.988058805814,265064.58729166666,0.49818181818181817,1.227558127088835,0.3901914279260994,0.5923011124895796
65173.36,36,17.66,178174.37,20.41,831,11.5,10,2,OWN,car,Source Verified,0,2345.071986471377,303044.90764166665,0.034545454545454546,0.36578414729346315,0.15794002155111606,0.20356657791268734
87788.76,36,13.76,55400.1,0.39,818,17.8,17,1,OWN,home_improvement,Verified,0,2990.1887407599615,1800.50325,0.05818181818181822,1.5846317966935077,0.6476931429567733,0.14179795065931372
81348.85,48,27.82,190514.0,28.77,776,2.1,13,2,RENT,other,Verified,0,2826.809664309684,456757.315,0.13454545454545452,0.4269967036543246,0.17805366519896812,0.3160512756108059
22724.16,24,13.49,57011.87,0.95,575,7.7,16,4,MORTGAGE,debt_consolidation,Source Verified,0,1085.5854807797398,4513.439708333333,0.5,0.3985864698000609,0.2284967283016129,0.31576800616349465
89793.1,48,16.39,130462.97,5.52,377,5.9,9,5,RENT,car,Verified,1,2562.7325719170913,60012.966199999995,0.86,0.6882650302994022,0.23572045663995764,0.4931320456639958
56237.51,48,21.95,60155.54,19.6,420,0.5,24,6,RENT,debt_consolidation,Not Verified,1,1770.2971666491621,98254.04866666667,0.7818181818181819,0.9348683429655855,0.3531439664541278,0.5784174269484431
81706.81,12,18.58,118220.36,26.23,656,16.1,4,1,MORTGAGE,debt_consolidation,Source Verified,0,7513.451746476721,258410.00356666665,0.3527272727272728,0.691139918707742,0.7626556115860301,0.3833317732798151
90128.67,48,13.67,143115.52,16.77,532,16.8,24,0,RENT,debt_consolidation,Verified,0,2448.0052207617077,200003.9392,0.5781818181818181,0.6297616778389933,0.20526119493637374,0.3274447558572737
35210.33,60,15.89,54241.03,34.91,381,11.5,29,0,RENT,debt_consolidation,Source Verified,0,854.1902552358824,157796.19644166666,0.8527272727272728,0.6491456744092066,0.18897655636020533,0.5063705344238993
15454.93,60,24.86,113759.44,3.32,563,8.1,28,0,RENT,debt_consolidation,Not Verified,0,452.3550311990651,31473.445066666667,0.5218181818181817,0.13585624190836382,0.04771701033680177,0.2806813980033771
26653.84,12,11.95,104430.75,8.67,310,19.6,29,5,MORTGAGE,car,Verified,0,2367.53799761868,75451.216875,0.9818181818181818,0.2552298053973566,0.2720506744557916,0.5347664310819429
45575.24,24,8.56,32786.74,41.72,704,4.0,26,3,RENT,car,Source Verified,0,2072.904422972006,113988.56606666667,0.2654545454545455,1.3900509779258323,0.7586863797884168,0.4168510622212659
82711.4,24,12.83,167295.41,8.53,340,15.6,16,1,RENT,debt_consolidation,Not Verified,0,3925.649430014873,118919.15394166666,0.9272727272727272,0.49440328338954426,0.28158449272564307,0.4395655704846855
86769.41,48,26.24,80422.83,38.39,646,23.0,23,1,MORTGAGE,debt_consolidation,Verified,0,2937.359019198388,257286.03697500002,0.37090909090909085,1.0789151538188846,0.4382873399304732,0.43856524914456246
5660.45,48,7.22,123424.8,3.28,736,4.9,27,0,RENT,debt_consolidation,Not Verified,0,136.12502485417897,33736.112,0.20727272727272728,0.045861528639301014,0.013234781812489448,0.09641559939337015
53520.99,48,29.79,112661.16,24.44,373,22.6,11,1,MORTGAGE,other,Verified,0,1920.5449421013366,229453.22920000003,0.8672727272727273,0.4750615917677396,0.20456508086030747,0.5449952959648187
44654.05,24,18.53,112386.89,10.64,585,22.8,7,2,OWN,debt_consolidation,Verified,0,2240.765325904053,99649.70913333334,0.4818181818181818,0.3973243676375421,0.23925552091394856,0.3310152490610918
26100.24,36,29.62,39300.03,6.58,728,1.8,17,0,RENT,home_improvement,Source Verified,0,1102.5710048532865,21549.51645,0.2218181818181818,0.6641277373070709,0.3366626452508926,0.23719929482811958
16387.21,60,28.47,96226.76,34.02,443,0.6,22,0,OWN,debt_consolidation,Verified,0,514.8857564051232,272802.86460000003,0.74,0.1702978464618366,0.06420905241807454,0.5010509052418075
37073.44,36,16.32,101426.02,55.7,390,29.2,13,1,MORTGAGE,home_improvement,Source Verified,1,1309.2567617019197,470785.7761666667,0.8363636363636364,0.36552198341214615,0.1549018796204666,0.6055807940226527
94576.42,36,9.96,152055.71,3.29,485,5.8,4,0,RENT,debt_consolidation,Source Verified,0,3049.939233115893,41688.60715833333,0.6636363636363636,0.6219853236685423,0.24069645787975155,0.28989070639403575
35704.28,24,9.12,171203.39,25.29,605,24.7,14,6,RENT,debt_consolidation,Verified,0,1633.1073460219357,360811.144425,0.44545454545454544,0.20854890782244437,0.11446787445192076,0.40921087835428294
54285.11,36,11.0,118096.81,42.45,616,16.9,10,0,OWN,debt_consolidation,Not Verified,0,1777.2248599553225,417767.46537499997,0.4254545454545454,0.4596661840400262,0.18058657401045694,0.3678427483101366
71786.8,12,22.75,35620.93,27.76,372,7.9,10,4,RENT,debt_consolidation,Source Verified,1,6744.77982011051,82403.08473333334,0.8690909090909091,2.0152983091682333,2.2721854213611525,0.6708484848484848
